gene	n_links_raw	n_links_pass_filter	control_p99	mask_low_center	mask_high_center	note	n_enhancers_retained	median_difference_structure_score	mean_difference_structure_score	top3_mean_difference_structure_score	max_difference_structure_score	std_difference_structure_score	divergent_fraction_top10pct	gene_divergence_score	rank_eligible	global_divergent_threshold_top10pct	eligible_rank	absolute_divergence_score	absolute_rank
STMN2	42	5	2.119369320869445	0.1942189926614644	0.5164782888378157		5.0	0.0383609638698728	0.0391054167058974	0.0401872832727822	0.0419524147528776	0.0017475804945507	0.0	0.0253912063661446	True	0.8145272979243852	106.0	0.03909149163103656	106.0
STON1	47	7	0.5374431610107422	0.0011842073627133	0.4389012586350908		7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	0.8145272979243852	107.0	0.0	107.0
EMP2	34	9	0.5374431610107422	0.0009651759393772	0.3779223183328234		9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	True	0.8145272979243852	108.0	0.0	108.0
A1CF	28	0	0.0	1.4134216288913768e-05	0.747887156866103	raw links exist but all filtered out									False	0.8145272979243852			
A2M	15	0	0.0	0.001265268004548	0.333718153255589	raw links exist but all filtered out									False	0.8145272979243852			
A2ML1	21	0	0.0	0.0003061364267173	0.515831050394146	raw links exist but all filtered out									False	0.8145272979243852			
A3GALT2	53	0	0.0	0.0001185815658461	0.6005404798826375	raw links exist but all filtered out									False	0.8145272979243852			
A4GALT	34	0	0.0	0.0002486750541882	0.4266027378924492	raw links exist but all filtered out									False	0.8145272979243852			
A4GNT	18	0	0.0	0.0	0.4684689218353951	raw links exist but all filtered out									False	0.8145272979243852			
AAAS	38	0	0.0	0.0030149455534099	0.378401547917784	raw links exist but all filtered out									False	0.8145272979243852			
AACS	49	0	0.0	0.0016139831418991	0.3532201896240802	raw links exist but all filtered out									False	0.8145272979243852			
AADAT	38	0	0.0	0.0014164165710398	0.4074544733240952	raw links exist but all filtered out									False	0.8145272979243852			
AAGAB	58	0	0.0	0.0013831268345878	0.3728363085155152	raw links exist but all filtered out									False	0.8145272979243852			
AAMDC	29	0	0.0	0.0012418811571309	0.2864199186270344	raw links exist but all filtered out									False	0.8145272979243852			
AAMP	33	0	0.6287946355342865	0.0037775845160653	0.3586804744768729	raw links exist but all filtered out									False	0.8145272979243852			
AANAT	54	0	0.0	0.0001105241950534	0.6887367490230608	raw links exist but all filtered out									False	0.8145272979243852			
AAR2	40	0	0.5173154473304749	0.0011049523017419	0.4446346173055349	raw links exist but all filtered out									False	0.8145272979243852			
AARD	31	0	0.0	0.0012622684320321	0.4730053359909853	raw links exist but all filtered out									False	0.8145272979243852			
AARSD1	39	0	0.0	0.0034546074705605	0.3711971719251859	raw links exist but all filtered out									False	0.8145272979243852			
AASDH	34	0	0.0	0.0005705774767216	0.3547810804323669	raw links exist but all filtered out									False	0.8145272979243852			
AASDHPPT	28	0	1.2006451630592343	0.0081034277083902	0.3507884898045965	raw links exist but all filtered out									False	0.8145272979243852			
AASS	26	0	0.0	0.0006865826583079	0.5896856569640505	raw links exist but all filtered out									False	0.8145272979243852			
AATK	53	0	0.0	0.0009738318367171	0.2828066236951586	raw links exist but all filtered out									False	0.8145272979243852			
ABAT	54	0	1.0874971818923949	0.0059435174142337	0.374852811912647	raw links exist but all filtered out									False	0.8145272979243852			
ABCA1	54	0	0.0	0.0004178956241015	0.3751037654370377	raw links exist but all filtered out									False	0.8145272979243852			
ABCA10	14	0	0.0	0.0001788028459109	0.5658675578750982	raw links exist but all filtered out									False	0.8145272979243852			
ABCA12	27	0	0.0	5.675415130353723e-05	0.7541764481799076	raw links exist but all filtered out									False	0.8145272979243852			
ABCA13	57	0	0.0	5.1650861057380665e-05	0.6028359159752964	raw links exist but all filtered out									False	0.8145272979243852			
ABCA2	55	0	0.664697527885437	0.0030583433079078	0.4573029151001696	raw links exist but all filtered out									False	0.8145272979243852			
ABCA3	44	0	1.006773694753647	0.0050271387629234	0.3026969267446284	raw links exist but all filtered out									False	0.8145272979243852			
ABCA4	43	0	0.0	5.910847995660422e-05	0.6797131888225633	raw links exist but all filtered out									False	0.8145272979243852			
ABCA5	17	0	0.0	0.0016475901340942	0.3836266319852639	raw links exist but all filtered out									False	0.8145272979243852			
ABCA6	11	0	0.0	0.0001228827635668	0.837196940320181	raw links exist but all filtered out									False	0.8145272979243852			
ABCA8	28	0	0.0	7.726028778382275e-05	0.6297799110540192	raw links exist but all filtered out									False	0.8145272979243852			
ABCA9	15	0	0.0	0.0001206370650187	0.4703427098146669	raw links exist but all filtered out									False	0.8145272979243852			
ABCB1	20	0	0.0	0.0004166029070631	0.3854269399106392	raw links exist but all filtered out									False	0.8145272979243852			
ABCB10	30	0	0.0	0.0004439398973838	0.3471438989047285	raw links exist but all filtered out									False	0.8145272979243852			
ABCB11	44	0	0.0	2.43559381079578e-05	0.5673406595076022	raw links exist but all filtered out									False	0.8145272979243852			
ABCB4	20	0	0.0	8.570534828117694e-05	0.5898762436323892	raw links exist but all filtered out									False	0.8145272979243852			
ABCB5	29	0	0.0	0.0001404775766373	0.4246967686466822	raw links exist but all filtered out									False	0.8145272979243852			
ABCB6	44	0	0.0	0.0014021257140987	0.3338047471666049	raw links exist but all filtered out									False	0.8145272979243852			
ABCB7	11	0	0.0	0.0006405366331045	0.4564678079129903	raw links exist but all filtered out									False	0.8145272979243852			
ABCB8	68	0	0.0	0.0013710942289457	0.3907766342163201	raw links exist but all filtered out									False	0.8145272979243852			
ABCB9	63	0	0.0	0.0009071350617323	0.4424342954646692	raw links exist but all filtered out									False	0.8145272979243852			
ABCC1	39	0	0.0	0.0003527348659073	0.4012667444592748	raw links exist but all filtered out									False	0.8145272979243852			
ABCC11	52	0	0.0	9.522377347897485e-05	0.882621686986028	raw links exist but all filtered out									False	0.8145272979243852			
ABCC12	56	0	0.0	6.157715392514894e-05	0.7221857300478537	raw links exist but all filtered out									False	0.8145272979243852			
ABCC2	21	0	0.0	2.5315153682011813e-05	0.5566913734880676	raw links exist but all filtered out									False	0.8145272979243852			
ABCC3	56	0	0.0	0.0001101864155857	0.4520742448028905	raw links exist but all filtered out									False	0.8145272979243852			
ABCC4	51	0	0.0	0.0008631403556862	0.3361850938723678	raw links exist but all filtered out									False	0.8145272979243852			
ABCC5	27	0	0.0	0.0018780967196398	0.3811804205762589	raw links exist but all filtered out									False	0.8145272979243852			
ABCC6	24	0	0.0	7.652654920567077e-05	0.5753071172108303	raw links exist but all filtered out									False	0.8145272979243852			
ABCC9	28	0	0.0	0.0007769290857192	0.5142480732530721	raw links exist but all filtered out									False	0.8145272979243852			
ABCD1	42	0	0.0	0.0002955600635821	0.4677392579375397	raw links exist but all filtered out									False	0.8145272979243852			
ABCD2	15	0	0.0	0.0007750517012027	0.5165220347709044	raw links exist but all filtered out									False	0.8145272979243852			
ABCD3	24	0	0.0	0.0025173114513378	0.471984392756913	raw links exist but all filtered out									False	0.8145272979243852			
ABCD4	32	0	0.0	0.0018561104695428	0.3766928717732368	raw links exist but all filtered out									False	0.8145272979243852			
ABCE1	16	0	0.0	0.0018699347128634	0.4243506708899	raw links exist but all filtered out									False	0.8145272979243852			
ABCF1	37	0	0.7907398343086243	0.0028430372047168	0.4796219524870669	raw links exist but all filtered out									False	0.8145272979243852			
ABCF2	46	0	0.0	0.0015355821549	0.3983437117912616	raw links exist but all filtered out									False	0.8145272979243852			
ABCF3	33	0	0.0	0.0011391323180041	0.3869399844140619	raw links exist but all filtered out									False	0.8145272979243852			
ABCG1	63	0	0.0	0.0007199698557786	0.5859311918324392	raw links exist but all filtered out									False	0.8145272979243852			
ABCG2	35	0	0.0	0.0004000367414584	0.6098437768234304	raw links exist but all filtered out									False	0.8145272979243852			
ABCG4	29	0	0.0	0.0002355888187997	0.3941427062733999	raw links exist but all filtered out									False	0.8145272979243852			
ABCG5	25	0	0.0	2.5091026322359485e-05	0.7615229141073607	raw links exist but all filtered out									False	0.8145272979243852			
ABCG8	27	0	0.0	7.60766993163427e-05	0.4368874071985326	raw links exist but all filtered out									False	0.8145272979243852			
ABHD1	30	0	0.0	3.057240902164008e-05	0.5727779363830618	raw links exist but all filtered out									False	0.8145272979243852			
ABHD11	27	0	0.0	0.0006688044713981	0.4647351684342318	raw links exist but all filtered out									False	0.8145272979243852			
ABHD12	45	0	0.0	0.0031444706978004	0.2618109649119775	raw links exist but all filtered out									False	0.8145272979243852			
ABHD12B	51	0	0.0	5.715236909945706e-05	0.5982952434758381	raw links exist but all filtered out									False	0.8145272979243852			
ABHD13	27	0	0.0	0.000488410604806	0.3372421672958774	raw links exist but all filtered out									False	0.8145272979243852			
ABHD14A	39	0	1.0623375463485718	0.0047193538367781	0.39532455801865	raw links exist but all filtered out									False	0.8145272979243852			
ABHD14B	39	0	0.0	0.0006429353670468	0.5225736387842242	raw links exist but all filtered out									False	0.8145272979243852			
ABHD15	44	0	0.0	7.11256141072115e-05	0.6912203000294662	raw links exist but all filtered out									False	0.8145272979243852			
ABHD16A	44	0	0.0	0.0017346325770546	0.3033003411793047	raw links exist but all filtered out									False	0.8145272979243852			
ABHD16B	41	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ABHD17A	43	0	0.0	0.0031317112230638	0.3624571709395514	raw links exist but all filtered out									False	0.8145272979243852			
ABHD17B	29	0	0.0	0.0012888276800547	0.3073514044563595	raw links exist but all filtered out									False	0.8145272979243852			
ABHD17C	51	0	0.0	0.0016010625990859	0.4476152245747225	raw links exist but all filtered out									False	0.8145272979243852			
ABHD18	9	0	0.0	0.0017175198347781	0.4543249508181036	raw links exist but all filtered out									False	0.8145272979243852			
ABHD2	49	0	0.2791154670715332	0.0039302784569775	0.3965705043789657	raw links exist but all filtered out									False	0.8145272979243852			
ABHD3	26	0	1.3433104753494265	0.0005462553525735	0.4069137406915756	raw links exist but all filtered out									False	0.8145272979243852			
ABHD4	39	0	0.0	0.0006766873063849	0.4524164825465155	raw links exist but all filtered out									False	0.8145272979243852			
ABHD5	30	0	0.5173154473304749	0.0011703894688858	0.3666383734081738	raw links exist but all filtered out									False	0.8145272979243852			
ABHD6	51	0	0.0	0.0005390159883742	0.450995923775164	raw links exist but all filtered out									False	0.8145272979243852			
ABHD8	47	0	0.0	0.0028750856131285	0.4352752662398474	raw links exist but all filtered out									False	0.8145272979243852			
ABI1	33	0	0.0	0.0021931807096445	0.3453588419639523	raw links exist but all filtered out									False	0.8145272979243852			
ABI3	27	0	0.0	6.308174405126373e-05	0.5967634049895547	raw links exist but all filtered out									False	0.8145272979243852			
ABITRAM	29	0	0.0	0.0015426122207451	0.4378344964095084	raw links exist but all filtered out									False	0.8145272979243852			
ABL1	72	0	0.0	0.0022626987924695	0.4579180282131037	raw links exist but all filtered out									False	0.8145272979243852			
ABLIM1	80	0	0.6661185622215271	0.0041878819420355	0.3275040596194522	raw links exist but all filtered out									False	0.8145272979243852			
ABLIM2	94	0	0.0	0.0014213235288952	0.3772498008095427	raw links exist but all filtered out									False	0.8145272979243852			
ABLIM3	43	0	0.0	0.0041874406398511	0.3296619529929077	raw links exist but all filtered out									False	0.8145272979243852			
ABO	39	0	0.0	0.0001929166924365	0.5664727198474064	raw links exist but all filtered out									False	0.8145272979243852			
ABR	95	0	1.0478543460369107	0.0104830568139018	0.3243683906877967	raw links exist but all filtered out									False	0.8145272979243852			
ABRA	15	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ABRACL	17	0	0.0	0.0020113178825978	0.4665958799938448	raw links exist but all filtered out									False	0.8145272979243852			
ABRAXAS1	21	0	0.0	0.0005124598320538	0.461994932689549	raw links exist but all filtered out									False	0.8145272979243852			
ABRAXAS2	52	0	0.5126791596412659	0.0008245259569023	0.4959833591326428	raw links exist but all filtered out									False	0.8145272979243852			
ABT1	20	0	0.0	0.0007462755601038	0.4354207255190409	raw links exist but all filtered out									False	0.8145272979243852			
ABTB1	57	0	0.0	0.0007284968425328	0.4880280719196232	raw links exist but all filtered out									False	0.8145272979243852			
ABTB2	69	0	0.0	0.0008200439917312	0.3581860966100827	raw links exist but all filtered out									False	0.8145272979243852			
ACAA1	32	0	0.0	0.0015972143175825	0.3178260334102236	raw links exist but all filtered out									False	0.8145272979243852			
ACAA2	34	0	0.0	0.0014764486137509	0.3594513854970088	raw links exist but all filtered out									False	0.8145272979243852			
ACACA	82	0	0.0	0.0035621016263397	0.334606227536711	raw links exist but all filtered out									False	0.8145272979243852			
ACACB	33	0	0.0	0.0001762583433327	0.5558794027575724	raw links exist but all filtered out									False	0.8145272979243852			
ACAD11	22	0	0.0	0.0005320492287427	0.4637829407078166	raw links exist but all filtered out									False	0.8145272979243852			
ACAD8	38	0	0.0	0.0012057040470029	0.3702194860307121	raw links exist but all filtered out									False	0.8145272979243852			
ACAD9	41	0	1.1365947353839874	0.0030375517456354	0.3959258729436996	raw links exist but all filtered out									False	0.8145272979243852			
ACADS	40	0	0.0	0.0004254109668247	0.3755407231226769	raw links exist but all filtered out									False	0.8145272979243852			
ACADSB	22	0	0.0	0.0007056111805491	0.350620011818234	raw links exist but all filtered out									False	0.8145272979243852			
ACAN	36	0	0.0	0.0003475029229136	0.6486509795835346	raw links exist but all filtered out									False	0.8145272979243852			
ACAP1	55	0	0.0	0.0012100703403129	0.4469013607191121	raw links exist but all filtered out									False	0.8145272979243852			
ACAP2	53	0	0.9918474262952804	0.0017459925867869	0.3516041946242366	raw links exist but all filtered out									False	0.8145272979243852			
ACAT2	22	0	1.0758558106422424	0.009243662319457	0.3978666959056127	raw links exist but all filtered out									False	0.8145272979243852			
ACBD3	35	0	0.0	0.0017674727747626	0.3495793216273347	raw links exist but all filtered out									False	0.8145272979243852			
ACBD4	58	0	0.0	9.09209656478915e-05	0.3091085573710938	raw links exist but all filtered out									False	0.8145272979243852			
ACBD5	27	0	0.8637479305267334	0.0032523437294578	0.4465810644459618	raw links exist but all filtered out									False	0.8145272979243852			
ACBD7	28	0	0.0	0.001123546378844	0.4322635215821582	raw links exist but all filtered out									False	0.8145272979243852			
ACCS	45	0	0.0	1.546531345601044e-05	0.4170137723426613	raw links exist but all filtered out									False	0.8145272979243852			
ACCSL	44	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ACD	31	0	0.0	0.0030402017135644	0.416925843844823	raw links exist but all filtered out									False	0.8145272979243852			
ACE	38	0	0.0	0.0001148633983409	0.4966694400994137	raw links exist but all filtered out									False	0.8145272979243852			
ACE2	25	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ACER1	31	0	0.0	8.006879457108366e-05	0.5243699099059219	raw links exist but all filtered out									False	0.8145272979243852			
ACER2	22	0	0.0	7.215327356090118e-05	0.6092941568508918	raw links exist but all filtered out									False	0.8145272979243852			
ACER3	56	0	0.0	0.0006592184811741	0.3262427233481036	raw links exist but all filtered out									False	0.8145272979243852			
ACHE	20	0	0.0	0.0026530138576058	0.363734226506207	raw links exist but all filtered out									False	0.8145272979243852			
ACIN1	37	0	0.0	0.0041548023214484	0.3664255051937736	raw links exist but all filtered out									False	0.8145272979243852			
ACKR2	47	0	0.0	4.1632816535473646e-05	0.7512717260242892	raw links exist but all filtered out									False	0.8145272979243852			
ACKR3	51	0	0.0	9.372855869244542e-05	0.5742540264482563	raw links exist but all filtered out									False	0.8145272979243852			
ACKR4	17	0	0.0	0.0	0.0	raw links exist but all filtered out									False	0.8145272979243852			
ACLY	45	0	0.8844133710861206	0.0049289595376388	0.377163839425597	raw links exist but all filtered out									False	0.8145272979243852			
ACMSD	24	0	0.0	0.0001228895599048	0.5344495505164086	raw links exist but all filtered out									False	0.8145272979243852			
ACO1	31	0	0.0	0.0007461627138024	0.4376044428036174	raw links exist but all filtered out									False	0.8145272979243852			
ACO2	50	0	0.7906926274299622	0.0042985331299951	0.3825417661815398	raw links exist but all filtered out									False	0.8145272979243852			
ACOD1	28	0	0.0	7.676947421897546e-06	0.57397052046548	raw links exist but all filtered out									False	0.8145272979243852			
ACOT1	22	0	0.0	0.0001287470932026	0.5987816821495302	raw links exist but all filtered out									False	0.8145272979243852			
ACOT11	57	0	0.0	0.0003141247861191	0.5018499966069125	raw links exist but all filtered out									False	0.8145272979243852			
ACOT12	37	0	0.0	0.0001051263803855	0.6702977849169742	raw links exist but all filtered out									False	0.8145272979243852			
ACOT13	25	0	0.0	0.001974679417187	0.2992825157546031	raw links exist but all filtered out									False	0.8145272979243852			
ACOT2	25	0	0.0	0.00205579056037	0.4343958445698164	raw links exist but all filtered out									False	0.8145272979243852			
ACOT4	28	0	0.0	0.0002815614011925	0.3898804008096093	raw links exist but all filtered out									False	0.8145272979243852			
ACOT6	32	0	0.0	8.961042834103227e-05	0.5272390716393057	raw links exist but all filtered out									False	0.8145272979243852			
ACOT8	30	0	0.0	0.0022231229203003	0.4268215361637837	raw links exist but all filtered out									False	0.8145272979243852			
ACOT9	25	0	0.0	0.0011082484781267	0.3985074902610163	raw links exist but all filtered out									False	0.8145272979243852			
ACOX1	48	0	0.0	0.0023747107331361	0.4149874983773779	raw links exist but all filtered out									False	0.8145272979243852			
